Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
1995-04-17,1995,4,17,Monday,16,1995-16,835.15,839.5,829.91,830.82,366500000,830.82,-0.0021858273590024124,821.0021428571426,803.1613999999997
1995-04-18,1995,4,18,Tuesday,16,1995-16,833.37,834.45,825.01,825.74,377080000,825.74,-0.00611446167047025,820.9735714285713,804.2349999999997
1995-04-19,1995,4,19,Wednesday,16,1995-16,825.07,825.23,812.75,816.55,453960000,816.55,-0.011129414283057582,820.7871428571426,804.9889999999998
1995-04-20,1995,4,20,Thursday,16,1995-16,817.89,819.1,813.95,819.01,408860000,819.01,0.003012702234318043,820.9407142857141,805.7897999999998
1995-04-21,1995,4,21,Friday,16,1995-16,821.39,823.67,820.43,823.44,394510000,823.44,0.00540896035818772,821.3857142857141,806.5831999999999
1995-04-24,1995,4,24,Monday,17,1995-17,823.25,829.48,821.53,828.91,318700000,828.91,0.0066428284840511775,822.1614285714285,807.4526
1995-04-25,1995,4,25,Tuesday,17,1995-17,829.62,832.07,828.69,831.28,375490000,831.28,0.002859244343933698,823.4157142857142,808.2696
1995-04-26,1995,4,26,Wednesday,17,1995-17,830.47,836.91,829.17,836.91,392410000,836.91,0.006772620115051087,824.8864285714286,809.2194000000001
1995-04-27,1995,4,27,Thursday,17,1995-17,837.15,842.62,837.15,840.95,417550000,840.95,0.004827328138198972,826.8257142857144,810.2259999999999
1995-04-28,1995,4,28,Friday,17,1995-17,841.66,844.42,837.45,843.98,375830000,843.98,0.003603030165570509,828.9178571428572,811.193
1995-05-01,1995,5,1,Monday,18,1995-18,844.72,846.42,841.63,841.63,315660000,841.63,-0.0027843973083725437,830.3728571428571,812.1594
1995-05-02,1995,5,2,Tuesday,18,1995-18,841.93,842.82,839.43,841.79,348490000,841.79,0.00019007538182225225,831.5842857142856,813.2558
1995-05-03,1995,5,3,Wednesday,18,1995-18,842.75,850.27,842.75,850.26,398810000,850.26,0.010061929886751475,833.1364285714284,814.5686000000001
1995-05-04,1995,5,4,Thursday,18,1995-18,851.5,856.79,846.07,846.75,421000000,846.75,-0.004128160474808795,834.1442857142856,815.745
1995-05-05,1995,5,5,Friday,18,1995-18,849.07,850.79,842.57,843.53,331890000,843.53,-0.003802740718187203,835.0521428571428,816.7886
1995-05-08,1995,5,8,Monday,19,1995-19,843.48,849.84,842.76,849.29,320160000,849.29,0.006828386104131834,836.7342857142858,817.9528
1995-05-09,1995,5,9,Tuesday,19,1995-19,850.42,851.89,845.36,848.17,381750000,848.17,-0.0013187428866038298,838.9928571428572,819.2262
1995-05-10,1995,5,10,Wednesday,19,1995-19,850.48,851.99,845.75,847.62,380030000,847.62,-0.000648440529670391,841.0364285714287,820.304
1995-05-11,1995,5,11,Thursday,19,1995-19,847.12,853.84,846.13,853.83,390710000,853.83,0.0073264222274482815,843.2071428571429,821.5432
1995-05-12,1995,5,12,Friday,19,1995-19,853.74,859.88,852.52,858.94,404570000,858.94,0.005984780634650466,845.352142857143,822.8484
1995-05-15,1995,5,15,Monday,20,1995-20,859.74,863.39,857.98,863.06,350040000,863.06,0.004796604076509503,847.6221428571429,824.1338
1995-05-16,1995,5,16,Tuesday,20,1995-20,863.39,868.86,862.56,868.25,382100000,868.25,0.006013489741255151,849.8607142857144,825.5434
1995-05-17,1995,5,17,Wednesday,20,1995-20,869.5,874.51,869.5,871.93,404110000,871.93,0.004238402160416044,852.0735714285714,827.1554
1995-05-18,1995,5,18,Thursday,20,1995-20,872.53,874.44,864.05,864.06,388180000,864.06,-0.009025948394131955,853.5078571428572,828.5203999999999
1995-05-19,1995,5,19,Friday,20,1995-20,862.28,864.83,858.66,864.57,337190000,864.57,0.0005902480928015041,855.1464285714286,829.887
1995-05-22,1995,5,22,Monday,21,1995-21,865.57,871.58,865.42,871.18,344140000,871.18,0.007645402102277377,857.2457142857145,831.2661999999999
1995-05-23,1995,5,23,Tuesday,21,1995-21,872.01,879.66,872.01,879.64,414920000,879.64,0.009710992038134192,859.3442857142858,832.8128
1995-05-24,1995,5,24,Wednesday,21,1995-21,882.9,885.92,875.99,877.98,439210000,877.98,-0.001887174471423947,861.575,834.2076000000001
1995-05-25,1995,5,25,Thursday,21,1995-21,877.74,878.76,871.65,877.32,381560000,877.32,-0.0007516949807658824,863.9885714285714,835.6064000000001
