Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
1995-04-06,1995,4,6,Thursday,14,1995-14,4200.6,4224.09,4197.96,4205.41,25780000,4205.41,0.0011523036715976875,4145.855714285713,4014.897399999997
1995-04-07,1995,4,7,Friday,14,1995-14,4205.4,4211.29,4169.45,4192.62,28940000,4192.62,-0.00304132976030691,4153.637142857141,4021.3409999999967
1995-04-10,1995,4,10,Monday,15,1995-15,4192.6,4203.69,4180.86,4198.15,22090000,4198.15,0.0013189330303455815,4162.604285714284,4028.144199999997
1995-04-11,1995,4,11,Tuesday,15,1995-15,4198.2,4216.83,4182.93,4187.08,22740000,4187.08,-0.0026368339569222687,4170.039285714284,4035.244199999997
1995-04-12,1995,4,12,Wednesday,15,1995-15,4187.1,4201.96,4182.24,4197.81,24990000,4197.81,0.0025626403767169403,4177.894999999999,4042.323199999997
1995-04-13,1995,4,13,Thursday,15,1995-15,4197.8,4221.32,4195.73,4208.18,27620000,4208.18,0.0024703636045346755,4182.859999999999,4049.535599999997
1995-04-17,1995,4,17,Monday,16,1995-16,4208.2,4237.23,4189.51,4195.38,30900000,4195.38,-0.003041764476344855,4185.577142857141,4056.0277999999976
1995-04-18,1995,4,18,Tuesday,16,1995-16,4195.4,4205.07,4169.1,4179.13,27000000,4179.13,-0.003873308366322825,4187.528571428569,4061.0375999999974
1995-04-19,1995,4,19,Wednesday,16,1995-16,4179.1,4210.95,4156.65,4207.49,32680000,4207.49,0.006786185727114535,4190.863571428569,4066.432799999997
1995-04-20,1995,4,20,Thursday,16,1995-16,4207.5,4244.84,4203.69,4230.66,35080000,4230.66,0.005506827249580404,4195.01357142857,4072.2981999999965
1995-04-21,1995,4,21,Friday,16,1995-16,4231.4,4270.43,4231.35,4270.09,40430000,4270.09,0.009319984599034825,4203.042142857141,4078.9925999999964
1995-04-24,1995,4,24,Monday,17,1995-17,4270.1,4310.9,4255.91,4303.98,33280000,4303.98,0.007936633176080399,4212.725714285712,4086.418599999997
1995-04-25,1995,4,25,Tuesday,17,1995-17,4304.0,4315.39,4294.64,4300.17,31810000,4300.17,-0.0008852407797061979,4219.7657142857115,4093.640599999997
1995-04-26,1995,4,26,Wednesday,17,1995-17,4300.2,4307.78,4283.23,4299.83,26790000,4299.83,-7.903030721445603e-05,4226.855714285712,4100.552999999997
1995-04-27,1995,4,27,Thursday,17,1995-17,4299.8,4316.08,4289.11,4314.7,25210000,4314.7,0.003458303448582889,4234.66214285714,4107.681999999997
1995-04-28,1995,4,28,Friday,17,1995-17,4314.7,4328.53,4282.88,4321.27,29590000,4321.27,0.0015226606534302078,4243.8514285714255,4114.383999999996
1995-05-01,1995,5,1,Monday,18,1995-18,4321.3,4327.15,4301.56,4316.08,27070000,4316.08,-0.0012010222417929706,4252.274999999997,4120.955199999997
1995-05-02,1995,5,2,Tuesday,18,1995-18,4316.1,4331.65,4306.4,4328.88,26010000,4328.88,0.002965608713418666,4262.403571428568,4128.461999999997
1995-05-03,1995,5,3,Wednesday,18,1995-18,4328.9,4375.57,4327.84,4373.15,33900000,4373.15,0.010226668498477087,4274.927857142854,4136.645599999996
1995-05-04,1995,5,4,Thursday,18,1995-18,4373.1,4410.5,4347.21,4359.66,40000000,4359.66,-0.0030846749814179564,4285.747857142855,4144.377799999997
1995-05-05,1995,5,5,Friday,18,1995-18,4359.7,4371.76,4327.5,4343.4,33640000,4343.4,-0.0037297067485728697,4296.320714285712,4151.179199999997
1995-05-08,1995,5,8,Monday,19,1995-19,4343.4,4395.63,4335.1,4383.87,25670000,4383.87,0.009317634975750666,4310.944999999998,4158.621799999997
1995-05-09,1995,5,9,Tuesday,19,1995-19,4383.9,4403.93,4374.88,4390.78,27790000,4390.78,0.0015761570904346822,4324.037142857141,4166.6659999999965
1995-05-10,1995,5,10,Wednesday,19,1995-19,4390.8,4407.04,4375.22,4404.62,39920000,4404.62,0.003152135317293636,4336.462857142856,4174.537399999997
1995-05-11,1995,5,11,Thursday,19,1995-19,4404.6,4420.87,4390.44,4411.19,35260000,4411.19,0.0014915756737143848,4346.541428571428,4182.8651999999975
